TimeStamp,0_kbmemfree,0_kbmemused,0_X..memused,0_kbbuffers,0_kbcached,0_kbactive,0_kbinact,0_kbdirty,0_kbswpfree,0_kbswpused,0_kbswpcad,0_X..swpcad,0_dentunusd,0_inode.nr,0_plist.sz,0_ldavg.5,0_temp1_degC,0_temp1_.temp,0_temp2_degC,0_temp2_.temp,0_temp3_degC,0_temp3_.temp,0_temp4_degC,0_temp4_.temp,0_X.dev.mapper.cloud..2.root_MBfsfree,0_X.dev.mapper.cloud..2.root_MBfsused,1_kbmemfree,1_kbmemused,1_X..memused,1_kbbuffers,1_kbcached,1_kbactive,1_kbinact,1_dentunusd,1_inode.nr,1_ldavg.5,1_ldavg.15,1_X.dev.mapper.cloud..3.root_MBfsfree,1_X.dev.mapper.cloud..3.root_MBfsused,1_X.dev.mapper.cloud..3.root_.fsused,2_sum_intr.s,2_i140_intr.s,2_kbmemfree,2_kbmemused,2_X..memused,2_kbbuffers,2_kbcached,2_kbcommit,2_X..commit,2_kbactive,2_file.nr,2_runq.sz,2_plist.sz,2_ldavg.1,2_ldavg.5,2_ldavg.15,2_totsck,2_tcpsck,2_irec.s,2_idel.s,2_iseg.s,2_temp1_degC,2_temp1_.temp,2_temp2_degC,2_temp2_.temp,2_temp3_degC,2_temp3_.temp,2_temp4_degC,2_temp4_.temp,2_X.dev.mapper.cloud..7.root_MBfsfree,2_X.dev.mapper.cloud..7.root_MBfsused,2_X.dev.mapper.cloud..7.root_.fsused,2_X.dev.mapper.cloud..7.root_.ufsused,2_X.dev.mapper.cloud..7.root_Ifree,2_X.dev.mapper.cloud..7.root_Iused,3_all_..soft,3_cpu13_.sys,3_cpu13_.soft,3_cswch.s,3_sum_intr.s,3_i127_intr.s,3_i128_intr.s,3_i129_intr.s,3_i130_intr.s,3_i131_intr.s,3_i132_intr.s,3_i133_intr.s,3_kbmemfree,3_kbmemused,3_X..memused,3_kbbuffers,3_kbcached,3_kbcommit,3_X..commit,3_kbactive,3_kbdirty,3_file.nr,3_runq.sz,3_plist.sz,3_ldavg.1,3_ldavg.5,3_ldavg.15,3_eth1_rxpck.s,3_eth1_txpck.s,3_eth1_txkB.s,3_totsck,3_tcpsck,3_irec.s,3_idel.s,3_orq.s,3_iseg.s,3_oseg.s,3_temp1_degC,3_temp1_.temp,3_temp2_degC,3_temp2_.temp,3_temp3_degC,3_temp3_.temp,3_temp4_degC,3_temp4_.temp,3_X.dev.mapper.cloud..8.root_MBfsfree,3_X.dev.mapper.cloud..8.root_MBfsused,3_X.dev.mapper.cloud..8.root_.fsused,3_X.dev.mapper.cloud..8.root_.ufsused,3_X.dev.mapper.cloud..8.root_Ifree,3_X.dev.mapper.cloud..8.root_Iused,4_cpu0_.usr,4_cpu0_.idle,4_cpu2_.usr,4_cpu2_.idle,4_cpu4_.idle,4_cpu8_.idle,4_cpu10_.usr,4_sum_intr.s,4_kbmemfree,4_kbmemused,4_X..memused,4_kbbuffers,4_kbcached,4_kbcommit,4_X..commit,4_kbactive,4_kbinact,4_file.nr,4_runq.sz,4_plist.sz,4_ldavg.1,4_ldavg.5,4_ldavg.15,4_totsck,4_tcpsck,4_tcp.tw,4_irec.s,4_idel.s,4_iseg.s,4_temp1_degC,4_temp1_.temp,4_temp2_degC,4_temp2_.temp,4_temp3_degC,4_temp3_.temp,4_temp4_degC,4_temp4_.temp,4_X.dev.mapper.cloud..9.root_MBfsfree,4_X.dev.mapper.cloud..9.root_MBfsused,4_X.dev.mapper.cloud..9.root_.fsused,4_X.dev.mapper.cloud..9.root_.ufsused,4_X.dev.mapper.cloud..9.root_Ifree,4_X.dev.mapper.cloud..9.root_Iused,5_all_..idle,5_sum_intr.s,5_i136_intr.s,5_i137_intr.s,5_i138_intr.s,5_i139_intr.s,5_i140_intr.s,5_i141_intr.s,5_i142_intr.s,5_kbmemfree,5_kbmemused,5_X..memused,5_kbbuffers,5_kbcached,5_kbcommit,5_X..commit,5_kbactive,5_kbinact,5_kbdirty,5_kbswpfree,5_kbswpused,5_kbswpcad,5_X..swpcad,5_dentunusd,5_inode.nr,5_plist.sz,5_eth1_rxpck.s,5_eth1_txpck.s,5_eth1_txkB.s,5_totsck,5_tcpsck,5_irec.s,5_idel.s,5_orq.s,5_iseg.s,5_oseg.s,5_temp1_degC,5_temp1_.temp,5_temp2_degC,5_temp2_.temp,5_temp3_degC,5_temp3_.temp,5_temp4_degC,5_temp4_.temp,5_X.dev.mapper.cloud..5.root_MBfsfree,5_X.dev.mapper.cloud..5.root_MBfsused,5_X.dev.mapper.cloud..5.root_.fsused,1_RxPacktes,1_RxBytes,4_RxPacktes,4_RxBytes,5_RxPacktes,5_RxBytes,6_RxPacktes,6_RxBytes,0_TxPacktes,0_TxBytes,1_RxPacktes,1_RxBytes,4_RxPacktes,4_RxBytes,5_RxPacktes,5_TxPacktes,5_RxBytes,5_TxBytes,6_RxPacktes,6_TxPacktes,6_RxBytes,15_RxPacktes,15_RxBytes,17_TxPacktes,17_TxBytes,20_TxPacktes,20_TxBytes,21_RxPacktes,21_RxBytes,22_RxPacktes,22_TxPacktes,22_RxBytes,22_TxBytes,23_RxPacktes,23_TxPacktes,23_RxBytes,23_TxBytes,24_RxPacktes,24_TxPacktes,24_RxBytes,25_RxPacktes,25_TxPacktes,25_RxBytes,25_TxBytes,29_RxPacktes,29_RxBytes,30_TxPacktes,30_TxBytes,31_RxPacktes,31_RxBytes,32_TxPacktes,32_TxBytes,34_RxPacktes,34_RxBytes,35_RxPacktes,35_TxPacktes,35_RxBytes,35_TxBytes,36_RxPacktes,36_TxPacktes,36_TxBytes,37_RxPacktes,37_TxPacktes,37_RxBytes,37_TxBytes,38_RxPacktes,38_TxPacktes,38_RxBytes,40_TxPacktes,40_TxBytes,41_RxPacktes,41_RxBytes,42_TxPacktes,42_TxBytes,43_RxPacktes,43_RxBytes
1479409824,38156440,27807048,42.16,188960,26280280,14835956,11724352,972,66900716,195856,39908,20.38,78638,93629,487,0.11,22.12,31.61,21.5,30.71,23.0,32.86,23.0,32.86,197255,207286,36535476,29428012,44.61,110260,27843168,16437040,11620700,101006,131611,0.06,0.11,178353,226188,55.91,29061.0,313.0,34443764,31519724,47.78,144212,26209324,11969076,9.0,19822756,3600,54,1518,33.76,27.76,43.06,313,45,1112.0,1112.0,1111.0,34.0,48.57,34.0,48.57,37.25,53.21,37.25,53.21,217763,186778,46.17,51.26,25942689,370015,0.21,5.1,5.1,78248.0,42161.0,1641.0,123.0,714.0,234.0,1017.0,256.0,182.0,37039584,28925536,43.85,224512,23511204,13366688,10.05,18783552,2128,5424,37,1601,20.48,22.59,41.06,10367.0,5220.0,5748.33,412,50,2699.0,2699.0,2880.0,2726.0,5417.0,36.0,51.43,35.5,50.71,37.0,52.86,37.0,52.86,277894,126775,31.33,36.41,25874318,438386,72.0,7.0,78.0,3.0,6.0,8.25,72.45,28773.0,31957088,34006400,51.55,185328,28137280,13927036,10.47,21324720,10974884,6096,55,1802,38.33,34.98,48.67,508,45,3,1141.0,1141.0,1141.0,41.0,58.57,41.0,58.57,41.0,58.57,41.0,58.57,154836,249705,61.73,66.81,25843762,468942,99.37,10405.0,1272.0,1262.0,1104.0,1244.0,1105.0,1153.0,1165.0,36853424,29110064,44.13,141520,27496408,614088,0.46,16643888,11079560,48,67030392,66180,11220,16.95,93547,90453,447,12366.0,11373.0,12548.34,511,212,5547.0,5547.0,8377.0,5543.0,11759.0,24.12,34.46,24.12,34.46,21.5,30.71,22.0,31.43,81426,323115,79.87,586,39796,1034,69659,3157,4570905,706,48104,1624,109743,586,39796,1034,69659,3157,707,4570905,48170,706,3147,48104,1082,72888,1082,72888,1632,110439,1620,109491,2683,695,3843926,47254,689,2681,46858,6413153,705,3023,48002,3022,709,4358352,48278,1085,73103,1088,73301,625,42721,622,42523,1706,115391,705,2574,48103,6036614,8774,2419,164022,3003,721,4333112,49078,719,3014,48922,1047,70529,1040,70055,614,41983,613,41917
1479409825,38156960,27806528,42.15,188960,26280948,14836376,11724568,1000,66900716,195856,39908,20.38,78638,93629,487,0.11,22.0,31.43,21.5,30.71,23.0,32.86,23.0,32.86,197255,207286,36535668,29427820,44.61,110260,27843168,16437040,11620700,101006,131611,0.06,0.11,178353,226188,55.91,29914.0,312.0,34398536,31564952,47.85,144212,26209444,12318188,9.26,19911480,3600,61,1550,33.76,27.76,43.06,313,45,1084.0,1084.0,1084.0,34.5,49.29,34.12,48.75,37.5,53.57,37.5,53.57,217762,186779,46.17,51.26,25942689,370015,0.13,5.1,4.08,81414.0,44415.0,1430.0,233.0,565.0,304.0,883.0,242.0,203.0,37023880,28941240,43.87,224512,23519032,13395368,10.07,18791436,2300,5424,40,1602,20.48,22.59,41.06,12751.0,5398.0,5602.68,413,51,2477.0,2477.0,2798.0,2472.0,5507.0,36.5,52.14,35.25,50.36,37.0,52.86,37.0,52.86,277894,126775,31.33,36.41,25874318,438386,73.47,5.1,75.0,4.0,7.07,9.09,70.0,29396.0,31888512,34074976,51.66,185328,28137908,13912356,10.46,21408388,10974828,6096,53,1802,38.33,34.98,48.67,508,44,3,1066.0,1066.0,1066.0,41.0,58.57,41.0,58.57,41.0,58.57,41.0,58.57,154836,249705,61.73,66.81,25843762,468942,99.08,11238.0,1228.0,1201.0,1050.0,1327.0,1125.0,1117.0,1082.0,36854540,29108948,44.13,141520,27496472,614088,0.46,16643948,11079584,112,67030392,66180,11220,16.95,93547,90456,447,12974.0,11999.0,13286.57,514,215,5469.0,5469.0,8405.0,5476.0,12097.0,24.5,35.0,24.5,35.0,21.5,30.71,22.0,31.43,81426,323115,79.87,610,41403,1086,73088,2656,3776137,706,47853,1698,114623,610,41403,1086,73088,2656,706,3776137,47853,706,2663,47853,1049,71160,1047,70984,1706,115195,1704,115051,2770,757,3904989,51407,757,2746,51407,6434039,733,2712,49695,2713,729,3854828,49419,1050,71226,1047,71028,618,41740,617,41674,1679,113610,729,2760,49358,6399960,8984,2405,162770,2665,738,3777808,50081,735,2667,49871,1085,73010,1083,72872,606,40896,615,41566
1479409826,38155904,27807584,42.16,188960,26281972,14836544,11725408,32,66900716,195856,39908,20.38,78638,93629,487,0.11,22.0,31.43,21.0,30.0,23.0,32.86,23.0,32.86,197255,207286,36535384,29428104,44.61,110268,27843248,16437096,11620764,101006,131611,0.06,0.11,178353,226188,55.91,27212.0,313.0,34418448,31545040,47.82,144212,26209572,12241972,9.2,19866752,3600,49,1551,33.76,27.76,43.06,313,45,1170.0,1170.0,1169.0,34.25,48.93,34.0,48.57,37.0,52.86,37.0,52.86,217762,186779,46.17,51.26,25942688,370016,0.21,5.21,5.21,76338.0,34299.0,1572.0,211.0,780.0,219.0,899.0,261.0,200.0,37026136,28938984,43.87,224512,23518340,13415652,10.08,18790508,2156,5424,44,1601,20.48,22.59,41.06,12137.0,5455.0,5837.17,412,50,2692.0,2692.0,3055.0,2693.0,5786.0,36.5,52.14,35.5,50.71,37.25,53.21,37.25,53.21,277894,126775,31.33,36.41,25874318,438386,77.78,6.06,69.31,8.91,9.0,7.0,76.24,31319.0,31843544,34119944,51.73,185328,28138720,13940656,10.48,21383612,10974896,6048,48,1802,39.59,35.29,48.7,508,45,3,1058.0,1058.0,1063.0,41.0,58.57,41.0,58.57,41.5,59.29,41.5,59.29,154836,249705,61.73,66.81,25843762,468942,99.08,11721.0,1265.0,1402.0,1160.0,1349.0,1292.0,1158.0,1159.0,36854512,29108976,44.13,141520,27496504,614088,0.46,16643980,11079608,168,67030392,66180,11220,16.95,93547,90455,447,12510.0,12170.0,13690.56,513,214,5862.0,5862.0,8390.0,5854.0,11702.0,24.5,35.0,24.5,35.0,21.38,30.54,22.38,31.96,81426,323115,79.87,645,43801,1042,70730,2584,3629774,736,50052,1682,114189,645,43801,1042,70730,2584,735,3629774,49986,736,2565,50052,1078,72773,1079,72895,1696,115125,1696,115125,2543,693,3598450,47138,697,2565,47402,5794332,719,2529,48846,2552,720,3587288,48924,1075,72450,1078,72648,623,42273,627,42537,1662,112482,741,2669,50667,6034684,8682,2408,163479,2618,711,3695580,48218,711,2599,48218,1038,70478,1041,70676,644,43747,638,43275
1479409827,38155500,27807988,42.16,188960,26282516,14836972,11725660,0,66900716,195856,39908,20.38,78638,93629,487,0.11,22.0,31.43,21.25,30.36,23.0,32.86,23.0,32.86,197255,207286,36535640,29427848,44.61,110268,27843248,16437096,11620764,101006,131611,0.06,0.11,178353,226188,55.91,30934.0,336.0,34452964,31510524,47.77,144212,26209728,12326656,9.26,19868992,3600,55,1551,33.76,27.76,43.06,313,45,1172.0,1172.0,1170.0,34.12,48.75,34.12,48.75,37.38,53.39,37.38,53.39,217762,186779,46.17,51.26,25942688,370016,0.13,6.0,2.0,80722.0,33349.0,1207.0,174.0,663.0,221.0,647.0,285.0,164.0,37017936,28947184,43.88,224512,23524896,13402844,10.07,18792620,2336,5424,34,1602,22.6,22.99,41.09,10670.0,5568.0,6073.41,413,51,1916.0,1916.0,2782.0,1974.0,4786.0,36.5,52.14,35.5,50.71,37.5,53.57,37.5,53.57,277894,126775,31.33,36.41,25874318,438386,77.78,3.03,70.0,4.0,6.0,2.97,75.0,29558.0,31854040,34109448,51.71,185328,28139160,14213736,10.68,21418280,10974712,6144,59,1837,39.59,35.29,48.7,509,46,3,1097.0,1097.0,1092.0,41.0,58.57,41.0,58.57,41.5,59.29,41.5,59.29,154836,249705,61.73,66.81,25843762,468942,99.12,10056.0,1216.0,1290.0,1180.0,1389.0,1308.0,1078.0,1074.0,36854384,29109104,44.13,141520,27496540,614088,0.46,16643992,11079612,204,67030392,66180,11220,16.95,93547,90455,447,12386.0,11550.0,12573.93,513,214,5658.0,5658.0,8310.0,5662.0,11421.0,24.5,35.0,24.5,35.0,21.5,30.71,22.12,31.61,81426,323115,79.87,583,39318,1083,73211,2729,3877282,724,49297,1664,112397,583,39318,1083,73211,2729,724,3877282,49297,724,2715,49297,1077,72902,1065,72026,1647,111287,1650,111485,2915,820,4145959,55613,817,2907,55415,6885882,744,2856,50701,2838,742,4037445,50569,1070,72453,1063,71959,594,40016,594,40016,1738,117500,797,2821,53758,6644845,9214,2531,170950,2823,759,4010246,51691,762,2837,51901,1081,73079,1083,73205,590,39716,592,39848
1479409828,38154120,27809368,42.16,188960,26283084,14837664,11725552,60,66900716,195856,39908,20.38,78638,93629,487,0.11,21.5,30.71,21.0,30.0,22.88,32.68,22.88,32.68,197255,207286,36535892,29427596,44.61,110268,27843284,16437116,11620776,101006,131611,0.06,0.11,178353,226188,55.91,25340.0,305.0,34316664,31646824,47.98,144212,26209852,12682592,9.53,19974468,3696,50,1586,33.76,27.76,43.06,314,45,1105.0,1105.0,1123.0,34.5,49.29,34.5,49.29,37.5,53.57,37.5,53.57,217762,186779,46.17,51.26,25942688,370016,0.17,7.0,5.0,76163.0,41308.0,1310.0,199.0,708.0,227.0,881.0,268.0,112.0,37015676,28949444,43.89,224512,23526024,13361228,10.04,18791376,2492,5520,37,1602,22.6,22.99,41.09,11412.0,4819.0,5007.47,412,50,2274.0,2274.0,2918.0,2199.0,4895.0,36.5,52.14,36.0,51.43,37.5,53.57,37.5,53.57,277894,126775,31.33,36.41,25874318,438386,74.75,5.05,71.29,5.94,8.0,3.03,70.71,31265.0,31970884,33992604,51.53,185328,28139916,13636832,10.25,21285532,10975084,6048,49,1767,39.59,35.29,48.7,507,45,3,1094.0,1094.0,1095.0,41.0,58.57,41.0,58.57,41.5,59.29,41.5,59.29,154836,249705,61.73,66.81,25843762,468942,99.45,10965.0,1270.0,1221.0,1166.0,1359.0,1347.0,1158.0,1132.0,36852984,29110504,44.13,141520,27496540,614088,0.46,16644016,11079620,204,67030392,66180,11220,16.95,93547,90458,447,12335.0,11756.0,12817.33,516,217,5783.0,5783.0,8327.0,5781.0,11464.0,24.75,35.36,24.75,35.36,21.5,30.71,22.0,31.43,81426,323115,79.87,668,45365,1095,74054,2737,3880478,770,51904,1768,119761,668,45365,1095,74054,2737,768,3880478,51772,770,2766,51904,1167,78711,1183,79851,1751,118427,1750,118361,2580,727,3645059,49300,730,2546,49510,5985935,765,2655,51472,2655,769,3762128,51736,1185,80115,1185,80147,649,44027,647,43895,1810,122614,711,2448,48369,5615331,8949,2519,170895,2677,769,3784809,51996,771,2687,52116,1077,72842,1075,72710,652,44249,648,43985
1479409829,38154428,27809060,42.16,188960,26283368,14837980,11725480,88,66900716,195856,39908,20.38,78638,93629,487,0.11,22.0,31.43,21.0,30.0,23.0,32.86,23.0,32.86,197255,207286,36535764,29427724,44.61,110268,27843284,16437116,11620776,101006,131611,0.06,0.11,178353,226188,55.91,29266.0,327.0,34388828,31574660,47.87,144212,26210292,12343176,9.28,19935388,3648,55,1551,35.38,28.19,43.12,313,44,1224.0,1224.0,1214.0,34.5,49.29,34.5,49.29,37.12,53.04,37.12,53.04,217762,186779,46.17,51.26,25942688,370016,0.17,7.07,4.04,80618.0,40635.0,1237.0,210.0,621.0,233.0,789.0,321.0,128.0,36991368,28973752,43.92,224512,23526696,13674008,10.28,18817436,2632,5568,34,1637,22.6,22.99,41.09,9571.0,4926.0,5518.72,413,51,2159.0,2159.0,2936.0,2165.0,5203.0,36.5,52.14,36.0,51.43,37.12,53.04,37.12,53.04,277894,126775,31.33,36.41,25874318,438386,73.74,4.04,74.49,4.08,5.94,4.0,71.29,31656.0,31891824,34071664,51.65,185332,28140536,13974192,10.5,21384984,10975324,6096,54,1802,39.59,35.29,48.7,508,46,3,1114.0,1114.0,1113.0,41.0,58.57,41.0,58.57,41.5,59.29,41.5,59.29,154836,249705,61.73,66.81,25843762,468942,99.16,11984.0,1213.0,1332.0,1146.0,1444.0,1348.0,1244.0,1162.0,36852792,29110696,44.13,141520,27496604,614088,0.46,16644092,11079648,268,67030392,66180,11220,16.95,93547,90458,447,12694.0,11488.0,12448.07,516,217,6056.0,6056.0,8458.0,6052.0,11705.0,24.5,35.0,24.5,35.0,21.5,30.71,22.0,31.43,81426,323115,79.87,637,43278,1159,78143,2475,3499043,704,47855,1788,120893,637,43278,1159,78143,2475,707,3499043,48053,704,2465,47855,1051,71075,1046,70745,1795,121487,1794,121421,2438,646,3461505,43721,642,2451,43445,5794234,701,2532,47759,2540,699,3590340,47627,1059,71595,1065,71991,653,44514,651,44382,1722,116678,665,2698,44914,6359288,8891,2383,161240,2436,680,3446644,46149,674,2434,45753,1164,78417,1167,78609,644,43872,644,43872
1479409830,38153252,27810236,42.16,188960,26284236,14838476,11725308,88,66900716,195856,39908,20.38,78638,93629,487,0.11,22.0,31.43,21.0,30.0,22.62,32.32,22.62,32.32,197255,207286,36535040,29428448,44.61,110268,27843372,16437152,11620800,101006,131611,0.06,0.11,178353,226188,55.91,24522.0,346.0,34286300,31677188,48.02,144216,26210432,12638080,9.5,19995380,3696,50,1586,35.38,28.19,43.12,314,46,1189.0,1189.0,1178.0,34.62,49.46,34.62,49.46,37.5,53.57,37.5,53.57,217762,186779,46.17,51.26,25942688,370016,0.25,5.1,5.1,75477.0,36111.0,1340.0,311.0,808.0,190.0,680.0,308.0,262.0,36898800,29066320,44.06,224512,23531412,13841596,10.4,18903172,2800,5568,43,1637,22.6,22.99,41.09,11613.0,5635.0,6158.54,413,51,2274.0,2274.0,3393.0,2274.0,5503.0,36.5,52.14,36.0,51.43,37.5,53.57,37.5,53.57,277893,126776,31.33,36.41,25874318,438386,66.67,7.07,70.71,7.07,4.0,8.65,63.64,27563.0,31966968,33996520,51.54,185332,28141788,13617068,10.23,21280184,10976084,6000,55,1767,39.59,35.29,48.7,507,45,3,1081.0,1081.0,1083.0,41.0,58.57,41.0,58.57,41.5,59.29,41.5,59.29,154836,249705,61.73,66.81,25843762,468942,99.29,10735.0,1263.0,1413.0,1131.0,1389.0,1317.0,1212.0,1177.0,36853044,29110444,44.13,141520,27496604,614088,0.46,16644104,11079648,268,67030392,66180,11220,16.95,93547,90457,447,13012.0,11960.0,13080.54,515,216,5925.0,5925.0,8561.0,5922.0,11771.0,24.5,35.0,24.5,35.0,21.5,30.71,22.0,31.43,81426,323115,79.87,655,44599,1039,70237,2814,4023218,713,48502,1700,115220,655,44599,1039,70237,2814,712,4023218,48436,713,2830,48502,1208,81654,1210,81786,1702,115450,1705,115648,2920,760,4173880,51937,760,2951,51937,6993500,728,2866,49600,2857,730,4093286,49732,1182,79830,1174,79302,666,45261,668,45393,1793,121328,720,2794,49105,6514921,9355,2515,170653,2885,733,4134860,49998,737,2879,50323,1042,70521,1046,70797,665,45195,666,45273
1479409831,38152636,27810852,42.16,188960,26284296,14838676,11725652,120,66900716,195856,39908,20.38,78638,93629,487,0.11,21.88,31.25,21.0,30.0,23.0,32.86,23.0,32.86,197255,207286,36535200,29428288,44.61,110272,27843368,16437152,11620800,101006,131611,0.06,0.11,178353,226188,55.91,26268.32,311.88,34201148,31762340,48.15,144224,26210580,12706812,9.55,20061316,3696,55,1586,35.38,28.19,43.12,314,45,1190.1,1190.1,1212.87,34.5,49.29,34.5,49.29,37.5,53.57,37.5,53.57,217762,186779,46.17,51.26,25942688,370016,0.13,5.0,3.0,75753.0,38357.0,929.0,209.0,712.0,229.0,311.0,291.0,193.0,37004880,28960240,43.9,224512,23536956,13412584,10.08,18795064,2300,5472,40,1602,22.6,22.99,41.09,10446.0,4910.0,5047.29,412,50,1588.0,1588.0,2418.0,1622.0,4616.0,36.5,52.14,36.0,51.43,37.5,53.57,37.5,53.57,277893,126776,31.33,36.41,25874318,438386,72.73,6.06,78.57,4.08,4.9,8.16,73.0,29529.0,31859224,34104264,51.7,185332,28142056,13936544,10.47,21380140,10976420,6048,56,1802,40.34,35.52,48.7,508,45,3,1056.0,1056.0,1053.0,41.5,59.29,41.5,59.29,41.5,59.29,41.5,59.29,154835,249706,61.73,66.81,25843762,468942,99.2,11382.0,1232.0,1345.0,1009.0,1377.0,1190.0,1186.0,1036.0,36854348,29109140,44.13,141520,27496668,614088,0.46,16644144,11079668,332,67030392,66180,11220,16.95,93547,90457,447,12732.0,11767.0,12782.8,515,216,5553.0,5553.0,8204.0,5550.0,11318.0,24.5,35.0,24.5,35.0,21.5,30.71,22.5,32.14,81426,323115,79.87,598,40452,1230,83098,2611,3739989,658,44609,1832,123826,598,40452,1230,83098,2611,661,3739989,44807,658,2606,44609,1305,88885,1296,88231,1818,122812,1821,123034,2405,586,3454193,39611,587,2406,39677,5716870,630,2466,42629,2471,628,3533178,42497,1299,88549,1306,89011,576,38980,573,38782,1964,133575,598,2286,40812,5321595,8735,2556,173907,2503,618,3576372,41697,615,2471,41432,1235,83434,1236,83494,573,38734,573,38722
1479409832,38152140,27811348,42.16,188960,26285632,14839192,11726480,176,66900716,195856,39908,20.38,78638,93629,487,0.11,22.0,31.43,21.0,30.0,23.0,32.86,23.0,32.86,197255,207286,36535740,29427748,44.61,110272,27843400,16437152,11620804,101006,131611,0.06,0.11,178353,226188,55.91,33047.0,326.0,34248340,31715148,48.08,144224,26210732,12701212,9.55,20040508,3792,54,1586,35.38,28.19,43.12,314,46,1165.0,1165.0,1148.0,34.5,49.29,34.5,49.29,37.5,53.57,37.5,53.57,217762,186779,46.17,51.26,25942688,370016,0.08,6.0,2.0,78081.0,40552.0,965.0,223.0,771.0,187.0,318.0,252.0,189.0,36986160,28978960,43.93,224512,23533716,13691076,10.29,18817688,2412,5520,34,1637,23.68,23.21,41.06,7491.0,4366.0,5032.81,413,51,1683.0,1685.0,2326.0,1922.0,4345.0,36.5,52.14,36.0,51.43,37.5,53.57,37.5,53.57,277893,126776,31.33,36.41,25874318,438386,74.49,5.1,75.76,7.07,6.19,10.31,69.0,37089.0,31845624,34117864,51.72,185336,28142820,13970200,10.5,21375688,10976296,6000,56,1803,40.34,35.52,48.7,508,46,3,1165.0,1165.0,1168.0,41.5,59.29,41.5,59.29,41.5,59.29,41.5,59.29,154835,249706,61.73,66.81,25843762,468942,99.24,11843.0,1184.0,1450.0,1124.0,1456.0,1271.0,1152.0,1176.0,36854164,29109324,44.13,141520,27496672,614088,0.46,16644168,11079668,336,67030392,66180,11220,16.95,93547,90460,447,12044.0,11608.0,12825.47,518,219,5857.0,5857.0,8517.0,5861.0,11803.0,24.5,35.0,24.5,35.0,21.5,30.71,22.5,32.14,81426,323115,79.87,650,44103,1301,88599,2337,3343538,607,41490,1946,132377,650,44103,1301,88599,2337,606,3343538,41424,607,2341,41490,1146,77568,1153,78090,1945,132311,1940,131957,2278,600,3266018,40837,598,2280,40705,5264763,599,2381,40902,2372,602,3397498,41100,1144,77158,1136,76582,678,46129,681,46327,1770,119998,613,2333,41478,5416845,8593,2389,161892,2305,601,3303944,41070,599,2343,40949,1291,87903,1289,87788,676,46117,677,46188
1479409833,38151072,27812416,42.16,188960,26286272,14839756,11726504,176,66900716,195856,39908,20.38,78638,93629,487,0.11,22.0,31.43,21.5,30.71,22.75,32.5,22.75,32.5,197255,207286,36535516,29427972,44.61,110272,27843460,16437188,11620828,101006,131611,0.06,0.1,178353,226188,55.91,26668.0,350.0,34342068,31621420,47.94,144224,26210868,12394912,9.32,19926612,3744,51,1551,35.38,28.19,43.12,313,45,1204.0,1204.0,1194.0,34.88,49.82,34.5,49.29,37.5,53.57,37.5,53.57,217761,186780,46.17,51.26,25942688,370016,0.13,4.12,3.09,75580.0,37382.0,1312.0,285.0,838.0,267.0,584.0,156.0,200.0,37004844,28960276,43.9,224512,23540240,13408944,10.08,18796048,2528,5472,38,1602,23.68,23.21,41.06,11193.0,4996.0,5277.4,412,50,2195.0,2193.0,2445.0,1914.0,4596.0,37.0,52.86,36.0,51.43,37.5,53.57,37.5,53.57,277893,126776,31.33,36.41,25874318,438386,77.78,5.05,74.0,7.0,8.0,9.0,69.7,31238.0,31829736,34133752,51.75,185336,28143456,13938744,10.48,21404100,10976632,6000,47,1803,40.34,35.52,48.7,507,45,3,1065.0,1065.0,1058.0,41.5,59.29,41.5,59.29,42.0,60.0,42.0,60.0,154835,249706,61.73,66.81,25843762,468942,99.2,11572.0,1200.0,1587.0,1014.0,1360.0,1189.0,1141.0,1109.0,36855548,29107940,44.13,141520,27496736,614088,0.46,16644236,11079688,44,67030392,66180,11220,16.95,93547,90455,447,12579.0,12063.0,13303.0,513,214,5614.0,5614.0,8511.0,5608.0,11805.0,24.5,35.0,24.5,35.0,21.75,31.07,22.5,32.14,81426,323115,79.87,630,42802,1136,77028,2428,3479088,643,43706,1762,119566,630,42802,1136,77028,2428,643,3479088,43706,643,2418,43706,1172,79804,1173,79870,1782,120922,1786,121186,2475,698,3528841,47829,702,2473,48093,5815101,679,2403,46238,2422,674,3463302,45908,1178,80326,1177,80272,601,40854,604,41052,1787,121791,698,2624,47869,6111430,8753,2489,169996,2428,683,3470327,46667,686,2430,46865,1149,77910,1145,77616,615,41646,615,41646
