TimeStamp,0_kbmemfree,0_kbmemused,0_X..memused,0_kbbuffers,0_kbcached,0_kbactive,0_kbinact,0_kbswpfree,0_kbswpused,0_kbswpcad,0_dentunusd,0_inode.nr,0_X.dev.mapper.cloud..2.root_MBfsfree,0_X.dev.mapper.cloud..2.root_MBfsused,1_kbmemfree,1_kbmemused,1_X..memused,1_kbbuffers,1_kbcached,1_kbactive,1_kbinact,1_ldavg.15,1_X.dev.mapper.cloud..3.root_MBfsfree,1_X.dev.mapper.cloud..3.root_MBfsused,1_X.dev.mapper.cloud..3.root_.fsused,2_kbmemfree,2_kbmemused,2_X..memused,2_kbbuffers,2_kbcached,2_kbactive,2_file.nr,2_plist.sz,2_ldavg.1,2_ldavg.5,2_ldavg.15,2_totsck,2_X.dev.mapper.cloud..7.root_MBfsfree,2_X.dev.mapper.cloud..7.root_MBfsused,2_X.dev.mapper.cloud..7.root_.fsused,2_X.dev.mapper.cloud..7.root_.ufsused,2_X.dev.mapper.cloud..7.root_Ifree,2_X.dev.mapper.cloud..7.root_Iused,3_sum_intr.s,3_i129_intr.s,3_kbmemfree,3_kbmemused,3_X..memused,3_kbbuffers,3_kbcached,3_kbcommit,3_X..commit,3_kbactive,3_file.nr,3_runq.sz,3_plist.sz,3_ldavg.1,3_ldavg.5,3_ldavg.15,3_totsck,3_irec.s,3_idel.s,3_orq.s,3_iseg.s,3_X.dev.mapper.cloud..8.root_MBfsfree,3_X.dev.mapper.cloud..8.root_MBfsused,3_X.dev.mapper.cloud..8.root_.fsused,3_X.dev.mapper.cloud..8.root_.ufsused,3_X.dev.mapper.cloud..8.root_Ifree,3_X.dev.mapper.cloud..8.root_Iused,4_kbmemfree,4_kbmemused,4_X..memused,4_kbbuffers,4_kbcached,4_kbcommit,4_X..commit,4_kbactive,4_file.nr,4_runq.sz,4_plist.sz,4_ldavg.1,4_ldavg.5,4_ldavg.15,4_tcp.tw,4_X.dev.mapper.cloud..9.root_MBfsfree,4_X.dev.mapper.cloud..9.root_MBfsused,4_X.dev.mapper.cloud..9.root_.fsused,4_X.dev.mapper.cloud..9.root_.ufsused,4_X.dev.mapper.cloud..9.root_Ifree,4_X.dev.mapper.cloud..9.root_Iused,5_i138_intr.s,5_i139_intr.s,5_i142_intr.s,5_kbbuffers,5_kbcached,5_kbactive,5_kbinact,5_kbdirty,5_kbswpfree,5_kbswpused,5_kbswpcad,5_X..swpcad,5_dentunusd,5_irec.s,5_idel.s,5_orq.s,5_iseg.s,5_temp1_degC,5_temp1_.temp,5_temp2_degC,5_temp2_.temp,5_temp3_degC,5_temp3_.temp,5_temp4_degC,5_temp4_.temp,5_X.dev.mapper.cloud..5.root_MBfsfree,5_X.dev.mapper.cloud..5.root_MBfsused,5_X.dev.mapper.cloud..5.root_.fsused,6_RxPacktes,6_RxBytes,5_TxPacktes,5_TxBytes,6_RxPacktes,6_RxBytes,22_TxPacktes,22_TxBytes,23_RxPacktes,23_RxBytes,24_RxPacktes,24_RxBytes,25_TxPacktes,25_TxBytes,35_RxPacktes,35_RxBytes,37_TxPacktes,38_RxPacktes
1479409733,38259252,27704236,42.0,188952,26176816,14790632,11666312,66900716,195856,39908,78643,93634,197258,207283,36534724,29428764,44.61,110164,27840516,16435552,11619508,0.11,178356,226185,55.91,37637664,28325824,42.94,144184,26198768,16648072,1344,508,1.86,24.46,43.87,284,217772,186769,46.17,51.25,25942723,369981,11603.0,224.0,40137168,25827952,39.15,224420,23493808,2608096,1.96,15818968,3072,14,556,1.18,22.3,42.91,383,349.0,349.0,436.0,367.0,277904,126765,31.33,36.41,25874352,438352,35162128,30801360,46.69,185128,28039684,2752580,2.07,18150140,3600,9,725,8.22,32.19,49.34,0,154846,249695,61.72,66.81,25843784,468920,52.0,117.0,267.0,141480,27493472,16639344,11078424,140,67030392,66180,11220,16.95,93550,769.0,769.0,1104.0,769.0,22.0,31.43,22.0,31.43,19.25,27.5,20.0,28.57,81429,323112,79.87,64,4541,64,4541,64,4541,112,7696,112,7696,95,6687,95,6687,114,7828,97,97
1479409734,38257148,27706340,42.0,188952,26179348,14791236,11668080,66900716,195856,39908,78643,93634,197258,207283,36534584,29428904,44.61,110164,27840576,16435584,11619532,0.11,178356,226185,55.91,37612364,28351124,42.98,144184,26198808,16759484,1488,543,1.71,24.05,43.63,285,217772,186769,46.17,51.25,25942722,369982,20523.0,327.0,40129132,25835988,39.17,224420,23496056,2597884,1.95,15820160,3072,0,556,1.18,22.3,42.91,383,460.0,460.0,580.0,443.0,277904,126766,31.33,36.41,25874352,438352,35055932,30907556,46.86,185132,28040912,3111308,2.34,18268536,3696,16,760,8.22,32.19,49.34,0,154846,249695,61.72,66.81,25843784,468920,12.0,45.0,94.0,141480,27493472,16639344,11078424,140,67030392,66180,11220,16.95,93550,243.0,243.0,433.0,242.0,21.5,30.71,21.5,30.71,19.12,27.32,20.0,28.57,81429,323112,79.87,71,4870,71,4870,71,4870,37,2715,37,2715,45,3123,44,3057,66,4701,44,44
1479409735,38255356,27708132,42.01,188952,26181036,14791804,11669316,66900716,195856,39908,78643,93634,197258,207283,36534628,29428860,44.61,110164,27840604,16435600,11619548,0.11,178356,226185,55.91,37506048,28457440,43.14,144184,26198864,16760544,1488,544,1.71,24.05,43.63,285,217772,186769,46.17,51.25,25942722,369982,4377.0,85.0,40128520,25836600,39.17,224420,23496708,2596860,1.95,15820768,3072,0,556,1.18,22.3,42.91,383,158.0,158.0,155.0,156.0,277903,126766,31.33,36.41,25874352,438352,35022712,30940776,46.91,185132,28041720,3173696,2.39,18279016,3744,21,764,8.22,32.19,49.34,0,154846,249695,61.72,66.81,25843784,468920,194.0,106.0,202.0,141480,27493536,16640996,11078460,12,67030392,66180,11220,16.95,93559,927.0,927.0,1674.0,923.0,22.0,31.43,22.0,31.43,19.5,27.86,20.0,28.57,81429,323112,79.87,101,7187,101,7187,101,7187,130,9168,130,9168,100,7052,101,7118,115,8190,106,107
1479409737,38252732,27710756,42.01,188952,26184776,14793144,11671196,66900716,195856,39908,78643,93634,197258,207283,36534828,29428660,44.61,110168,27840660,16435644,11619592,0.11,178356,226185,55.91,37405052,28558436,43.29,144184,26198956,16882720,1536,581,1.71,24.05,43.63,286,217772,186769,46.17,51.25,25942721,369983,30998.0,195.0,40075204,25889916,39.25,224428,23497820,2922880,2.2,15869776,3120,2,592,1.65,22.05,42.71,384,492.0,492.0,717.0,488.0,277903,126766,31.33,36.41,25874351,438353,34906668,31056820,47.08,185132,28043232,3915044,2.94,18474052,3840,11,833,8.84,31.93,49.16,0,154845,249696,61.72,66.81,25843783,468921,225.0,65.0,156.0,141484,27493600,16639788,11078484,100,67030392,66180,11220,16.95,93550,835.0,835.0,1401.0,834.0,21.12,30.18,21.12,30.18,19.38,27.68,19.5,27.86,81429,323112,79.87,65,4771,66,4849,65,4771,80,5693,80,5693,63,4591,62,4525,91,6338,63,63
1479409738,38249476,27714012,42.01,188952,26187044,14793488,11672936,66900716,195856,39908,78643,93634,197258,207283,36534984,29428504,44.61,110168,27840692,16435680,11619616,0.11,178356,226185,55.91,37380148,28583340,43.33,144184,26199000,16882536,1536,581,1.71,24.05,43.63,287,217771,186770,46.17,51.25,25942720,369984,28740.0,306.0,39966260,25998860,39.41,224428,23491024,3307460,2.49,15979192,3264,13,628,1.65,22.05,42.71,385,468.0,468.0,613.0,469.0,277903,126766,31.33,36.41,25874350,438354,34722904,31240584,47.36,185132,28045148,3856560,2.9,18493640,3840,14,833,8.84,31.93,49.16,0,154845,249696,61.72,66.81,25843783,468921,114.0,107.0,350.0,141484,27493632,16639884,11078496,132,67030392,66180,11220,16.95,93550,867.0,867.0,1606.0,867.0,21.12,30.18,21.12,30.18,19.5,27.86,19.88,28.39,81429,323112,79.87,98,6836,98,6836,98,6836,70,4993,72,5125,100,7037,101,7103,91,6263,94,95
1479409739,38247352,27716136,42.02,188952,26189772,14794448,11675224,66900716,195856,39908,78643,93634,197258,207283,36534984,29428504,44.61,110168,27840692,16435680,11619616,0.11,178356,226185,55.91,37283124,28680364,43.48,144184,26199048,16994452,1632,616,1.82,23.7,43.41,287,217771,186770,46.17,51.25,25942720,369984,21763.0,378.0,39960148,26004972,39.42,224428,23494744,3297200,2.48,15979220,3264,0,628,1.65,22.05,42.71,385,576.0,576.0,666.0,575.0,277903,126766,31.33,36.41,25874350,438354,34797272,31166216,47.25,185136,28046280,4226384,3.18,18563716,3888,13,868,8.84,31.93,49.16,0,154845,249696,61.72,66.81,25843783,468921,101.0,131.0,322.0,141484,27493664,16641208,11078512,164,67030392,66180,11220,16.95,93559,962.0,962.0,1657.0,959.0,21.12,30.18,21.12,30.18,19.5,27.86,19.62,28.04,81429,323112,79.87,135,9227,135,9227,135,9227,150,10092,148,9960,139,9434,138,9368,119,8219,142,142
1479409741,38242936,27720552,42.02,188952,26194396,14795784,11678704,66900716,195856,39908,78643,93634,197258,207283,36535108,29428380,44.61,110172,27840772,16435712,11619640,0.11,178355,226186,55.91,37176020,28787468,43.64,144184,26199196,17113636,1680,652,1.82,23.7,43.41,288,217771,186770,46.17,51.25,25942719,369985,22634.0,248.0,39862012,26103108,39.57,224428,23475644,3673240,2.76,16079124,3312,3,664,1.65,22.05,42.71,386,767.0,767.0,914.0,765.0,277903,126766,31.33,36.41,25874349,438355,34585404,31378084,47.57,185136,28049904,4702760,3.53,18713664,3936,20,904,10.22,31.83,49.04,0,154845,249696,61.72,66.81,25843782,468922,259.0,112.0,639.0,141488,27493728,16639972,11078524,268,67030392,66180,11220,16.95,93550,1729.0,1729.0,2141.0,1730.0,22.0,31.43,22.0,31.43,19.5,27.86,20.0,28.57,81429,323112,79.87,213,14450,213,14450,213,14450,122,8509,122,8509,194,13160,194,13160,99,6882,179,177
1479409742,38240616,27722872,42.03,188952,26196616,14795896,11679520,66900716,195856,39908,78643,93634,197258,207283,36535200,29428288,44.61,110172,27840808,16435712,11619644,0.11,178355,226186,55.91,37102116,28861372,43.75,144184,26199268,17163036,1728,688,1.82,23.7,43.41,289,217771,186770,46.17,51.25,25942718,369986,25054.0,442.0,39747832,26217288,39.74,224436,23469784,4047912,3.04,16183540,3360,2,700,2.48,21.88,42.55,387,739.0,739.0,849.0,740.0,277903,126766,31.33,36.41,25874348,438356,34604916,31358572,47.54,185136,28051940,4632412,3.48,18722096,3936,13,905,10.22,31.83,49.04,0,154845,249696,61.72,66.81,25843782,468922,236.0,241.0,536.0,141488,27493732,16641040,11078528,80,67030392,66180,11220,16.95,93559,1443.0,1443.0,2399.0,1439.0,22.0,31.43,22.0,31.43,20.0,28.57,20.0,28.57,81429,323112,79.87,106,7364,106,7364,106,7364,141,9573,144,9795,112,7784,112,7784,168,11420,118,118
1479409743,38238152,27725336,42.03,188952,26199816,14796704,11681724,66900716,195856,39908,78643,93634,197258,207283,36535488,29428000,44.61,110172,27840836,16435744,11619668,0.11,178355,226186,55.91,37116356,28847132,43.73,144184,26199340,17252024,1824,723,1.82,23.7,43.41,290,217771,186770,46.17,51.25,25942717,369987,27040.0,444.0,39634276,26330844,39.92,224436,23468084,4435072,3.33,16293856,3360,15,737,2.48,21.88,42.55,388,726.0,726.0,994.0,726.0,277903,126766,31.33,36.41,25874347,438357,34467912,31495576,47.75,185140,28054272,5041948,3.79,18838208,3984,21,942,10.22,31.83,49.04,0,154845,249696,61.72,66.81,25843782,468922,325.0,435.0,608.0,141488,27493800,16641484,11078552,148,67030392,66180,11220,16.95,93559,1901.0,1901.0,2873.0,1901.0,22.25,31.79,22.25,31.79,20.0,28.57,20.5,29.29,81429,323112,79.87,154,10356,154,10356,154,10356,144,9942,141,9720,156,10524,156,10524,133,9216,152,152
1479409745,38233720,27729768,42.04,188952,26203488,14798032,11685264,66900716,195856,39908,78643,93634,197258,207283,36535336,29428152,44.61,110172,27840896,16435780,11619692,0.11,178355,226186,55.91,36954880,29008608,43.98,144184,26199472,17363228,1920,759,3.11,23.61,43.28,291,217771,186770,46.17,51.25,25942716,369988,13784.0,250.0,39522548,26442572,40.09,224436,23464836,4797236,3.61,16401460,3456,2,772,2.48,21.88,42.55,389,480.0,480.0,502.0,479.0,277903,126766,31.33,36.41,25874346,438358,34327628,31635860,47.96,185148,28058476,5397608,4.06,18953392,4080,15,977,10.22,31.83,49.04,0,154845,249696,61.72,66.81,25843782,468922,392.0,259.0,529.0,141488,27493864,16640340,11078580,212,67030392,66180,11220,16.95,93550,1728.0,1728.0,2417.0,1730.0,22.0,31.43,22.0,31.43,20.0,28.57,20.0,28.57,81429,323112,79.87,112,7676,112,7676,112,7676,88,5868,89,5934,104,7088,103,7022,98,6785,99,99
1479409746,38231976,27731512,42.04,188952,26204880,14798556,11686596,66900716,195856,39908,78643,93634,197258,207283,36535464,29428024,44.61,110180,27840916,16435804,11619724,0.11,178355,226186,55.91,36903292,29060196,44.05,144184,26199516,17389848,1920,760,3.11,23.61,43.28,291,217771,186770,46.17,51.25,25942716,369988,28960.0,492.0,39512900,26452220,40.1,224436,23468208,4809284,3.61,16403284,3456,11,772,2.48,21.88,42.55,389,875.0,875.0,944.0,877.0,277903,126766,31.33,36.41,25874346,438358,34358660,31604828,47.91,185148,28060120,5440164,4.09,18962748,4080,18,977,11.24,31.68,48.9,0,154845,249696,61.72,66.81,25843782,468922,345.0,165.0,483.0,141488,27493896,16641292,11078596,8,67030392,66180,11220,16.95,93559,1721.0,1721.0,2548.0,1715.0,22.0,31.43,22.0,31.43,19.62,28.04,20.12,28.75,81429,323112,79.87,135,9287,132,9089,135,9287,199,13619,199,13619,153,10475,152,10409,197,13254,158,159
1479409747,38230104,27733384,42.04,188952,26206828,14799140,11687296,66900716,195856,39908,78643,93634,197258,207283,36535336,29428152,44.61,110180,27840948,16435820,11619740,0.11,178355,226186,55.91,36916096,29047392,44.04,144184,26199596,17398436,1968,763,3.11,23.61,43.28,292,217771,186770,46.17,51.25,25942715,369989,21875.0,390.0,39407628,26557492,40.26,224440,23459080,5186256,3.9,16503868,3552,15,808,4.04,21.88,42.44,390,681.0,681.0,702.0,679.0,277903,126766,31.33,36.41,25874345,438359,34319844,31643644,47.97,185284,28061920,5759564,4.33,19011084,4176,15,1013,11.24,31.68,48.9,0,154845,249696,61.72,66.81,25843782,468922,376.0,282.0,479.0,141488,27493928,16640040,11078604,44,67030392,66180,11220,16.95,93550,2109.0,2109.0,4160.0,2109.0,22.0,31.43,22.0,31.43,19.62,28.04,20.0,28.57,81429,323112,79.87,198,13364,200,13496,198,13364,203,13927,202,13861,203,13774,205,13906,224,15397,202,201
